week,category,weekly_rank,show_title,season_title,weekly_hours_viewed,runtime,weekly_views,cumulative_weeks_in_top_10,is_staggered_launch,episode_launch_details
2023-09-17,Films (English),9,The Boss Baby,N/A,4600000,1.6333,2800000,13,false,
2023-09-17,Films (English),10,Jack Reacher: Never Go Back,N/A,5200000,1.9667,2600000,3,false,
2023-09-17,Films (Non-English),1,Once Upon a Crime,N/A,9600000,1.7833,5400000,1,false,
2023-09-17,Films (Non-English),2,Ehrengard: The Art of Seduction,N/A,6800000,1.5833,4300000,1,false,
2023-09-17,Films (Non-English),3,Rosa Peral's Tapes,N/A,5400000,1.35,4000000,2,false,
2023-09-17,Films (Non-English),4,Freestyle,N/A,2700000,1.4667,1800000,1,false,
2023-09-17,Films (Non-English),5,A Day and a Half,N/A,2500000,1.6,1600000,3,false,
2023-09-17,Films (Non-English),6,The Great Seduction,N/A,2100000,1.6,1300000,3,false,
2023-09-17,Films (Non-English),7,El Conde,N/A,2200000,1.85,1200000,1,false,
2023-09-17,Films (Non-English),8,Ramabanam,N/A,2100000,2.3167,900000,1,false,
2023-09-17,Films (Non-English),9,Happy Ending,N/A,1400000,1.55,900000,3,false,
2023-09-17,Films (Non-English),10,Bhola Shankar,N/A,2300000,2.6167,900000,1,false,
2023-09-17,TV (English),1,ONE PIECE,ONE PIECE: Season 1,75500000,7.5667,10000000,3,false,
2023-09-17,TV (English),2,Virgin River,Virgin River: Season 5,73200000,7.65,9600000,2,false,
2023-09-17,TV (English),3,Who is Erin Carter?,Who is Erin Carter?: Limited Series,22000000,5.7167,3800000,4,false,
2023-09-17,TV (English),4,Top Boy,Top Boy: Season 3,18600000,5.0833,3700000,2,false,
2023-09-17,TV (English),5,Selling The OC,Selling The OC: Season 2,12300000,4.6333,2700000,1,false,
2023-09-17,TV (English),6,Spy Ops,Spy Ops: Season 1,15900000,6.0333,2600000,2,false,
2023-09-17,TV (English),7,Surviving Summer,Surviving Summer: Season 2,8000000,3.8167,2100000,1,false,
2023-09-17,TV (English),8,Glow Up,Glow Up: Season 5,13600000,6.5833,2100000,1,false,
2023-09-17,TV (English),9,Inside the World�s Toughest Prisons,Inside the World�s Toughest Prisons: Season 7,5400000,3.0833,1800000,1,false,
2023-09-17,TV (English),10,Predators,Predators: Season 1,6500000,3.75,1700000,2,false,
2023-09-17,TV (Non-English),1,Dear Child,Dear Child: Limited Series,74000000,4.8167,15400000,2,false,
2023-09-17,TV (Non-English),2,Burning Body,Burning Body: Limited Series,43900000,6.5667,6700000,2,false,
2023-09-17,TV (Non-English),3,Thursday's Widows,Thursday's Widows: Limited Series,15700000,4.4667,3500000,1,false,
2023-09-17,TV (Non-English),4,A Time Called You,A Time Called You: Limited Series,36500000,12.1833,3000000,2,false,
2023-09-17,TV (Non-English),5,Destined with You,Destined with You: Limited Series,18200000,8.9167,2000000,4,false,
2023-09-17,TV (Non-English),6,Ragnarok,Ragnarok: Season 3,8100000,4.4,1800000,4,false,
2023-09-17,TV (Non-English),7,Gangs of Oslo,Gangs of Oslo: Season 1,7700000,4.8333,1600000,1,false,
2023-09-17,TV (Non-English),8,Class Act,Class Act: Season 1,8900000,6.3167,1400000,1,false,
2023-09-17,TV (Non-English),9,Infamy,Infamy: Season 1,7800000,6.35,1200000,1,false,
2023-09-17,TV (Non-English),10,Reporting for Duty,Reporting for Duty: Season 1,4400000,3.7833,1200000,1,false,
2023-09-10,Films (English),1,You Are So Not Invited to My Bat Mitzvah,N/A,15300000,1.7333,8800000,3,false,
2023-09-10,Films (English),2,Choose Love,N/A,9000000,1.2833,7000000,2,false,
2023-09-10,Films (English),3,The Croods,N/A,6800000,1.6333,4200000,6,false,
2023-09-10,Films (English),4,Dr. Seuss' The Grinch,N/A,5900000,1.4333,4100000,1,false,
2023-09-10,Films (English),5,The Boss Baby,N/A,6400000,1.6333,3900000,12,false,
2023-09-10,Films (English),6,Snitch,N/A,6900000,1.7833,3900000,2,false,
2023-09-10,Films (English),7,Love Again,N/A,6600000,1.7333,3800000,2,false,
2023-09-10,Films (English),8,Jack Reacher: Never Go Back,N/A,7400000,1.9667,3800000,2,false,
2023-09-10,Films (English),9,Heart of Stone,N/A,7300000,2.1,3500000,5,false,
2023-09-10,Films (English),10,Jack Reacher,N/A,7500000,2.1667,3500000,2,false,
2023-09-10,Films (Non-English),1,A Day and a Half,N/A,10400000,1.6,6500000,2,false,
2023-09-10,Films (Non-English),2,The Great Seduction,N/A,5800000,1.6,3600000,2,false,
2023-09-10,Films (Non-English),3,Happy Ending,N/A,5300000,1.55,3400000,2,false,
2023-09-10,Films (Non-English),4,Rosa Peral's Tapes,N/A,2000000,1.35,1500000,1,false,
2023-09-10,Films (Non-English),5,Friday Night Plan,N/A,2300000,1.8167,1300000,2,false,
2023-09-10,Films (Non-English),6,Killer Book Club,N/A,1300000,1.4833,900000,3,false,
2023-09-10,Films (Non-English),7,Dragon,N/A,1600000,1.9167,800000,2,false,
2023-09-10,Films (Non-English),8,What If,N/A,1500000,1.8667,800000,1,false,
2023-09-10,Films (Non-English),9,Paradise,N/A,1400000,1.9833,700000,7,false,
2023-09-10,Films (Non-English),10,Pinkfong & Baby Shark's Space Adventure,N/A,700000,1.0833,600000,3,false,
2023-09-10,TV (English),1,ONE PIECE,ONE PIECE: Season 1,145700000,7.5667,19300000,2,false,
2023-09-10,TV (English),2,Virgin River,Virgin River: Season 5,68500000,7.65,9000000,1,false,
2023-09-10,TV (English),3,Who is Erin Carter?,Who is Erin Carter?: Limited Series,40600000,5.7167,7100000,3,false,
2023-09-10,TV (English),4,Top Boy,Top Boy: Season 3,28700000,5.0833,5600000,1,false,
2023-09-10,TV (English),5,Live to 100: Secrets of the Blue Zones,Live to 100: Secrets of the Blue Zones: Limited Series,8200000,2.65,3100000,2,false,
2023-09-10,TV (English),6,Shane Gillis: Beautiful Dogs,N/A,2600000,0.8833,2900000,1,false,
2023-09-10,TV (English),7,Predators,Predators: Season 1,10800000,3.75,2900000,1,false,
2023-09-10,TV (English),8,Disenchantment,Disenchantment: Part 5,10300000,4.6833,2200000,2,false,
2023-09-10,TV (English),9,Painkiller,Painkiller: Limited Series,10100000,4.9833,2000000,5,false,
2023-09-10,TV (English),10,Spy Ops,Spy Ops: Season 1,11500000,6.0333,1900000,1,false,
2023-09-10,TV (Non-English),1,Dear Child,Dear Child: Limited Series,49100000,4.8167,10200000,1,false,
2023-09-10,TV (Non-English),2,Burning Body,Burning Body: Limited Series,26600000,6.5667,4100000,1,false,
2023-09-10,TV (Non-English),3,Ragnarok,Ragnarok: Season 3,13500000,4.4,3100000,3,false,
2023-09-10,TV (Non-English),4,Destined with You,Destined with You: Limited Series,16000000,6.75,2400000,3,false,
2023-09-10,TV (Non-English),5,Mask Girl,Mask Girl: Limited Series,11700000,6.8833,1700000,4,false,
2023-09-10,TV (Non-English),6,Ragnarok,Ragnarok: Season 2,7400000,4.9667,1500000,3,false,
2023-09-10,TV (Non-English),7,A Time Called You,A Time Called You: Limited Series,17600000,12.1833,1400000,1,false,
2023-09-10,TV (Non-English),8,6ixtynin9 The Series,6ixtynin9 The Series: Season 1,6500000,4.6833,1400000,1,false,
2023-09-10,TV (Non-English),9,Ragnarok,Ragnarok: Season 1,6100000,4.4833,1400000,3,false,
2023-09-10,TV (Non-English),10,Miss Adrenaline: A Tale of Twins,Miss Adrenaline: A Tale of Twins: Season 1,24100000,20.3,1200000,1,false,
2023-09-03,Films (English),1,You Are So Not Invited to My Bat Mitzvah,N/A,37900000,1.7333,21900000,2,false,
2023-09-03,Films (English),2,The Monkey King,N/A,10600000,1.6167,6600000,3,false,
2023-09-03,Films (English),3,Heart of Stone,N/A,13700000,2.1,6500000,4,false,
2023-09-03,Films (English),4,Choose Love,N/A,8300000,1.2833,6500000,1,false,
2023-09-03,Films (English),5,The Boss Baby,N/A,8500000,1.6333,5200000,11,false,
2023-09-03,Films (English),6,Big George Foreman: The Miraculous Story of the Once and Future Heavyweight Champion of the World,N/A,8600000,2.15,4000000,1,false,
2023-09-03,Films (English),7,The Pope's Exorcist,N/A,5400000,1.7333,3100000,3,false,
2023-09-03,Films (English),8,Love Again,N/A,5100000,1.7333,2900000,1,false,
2023-09-03,Films (English),9,On the Line,N/A,4800000,1.7333,2800000,1,false,
2023-09-03,Films (English),10,Snitch,N/A,4100000,1.7833,2300000,1,false,
2023-09-03,Films (Non-English),1,The Great Seduction,N/A,8600000,1.6,5400000,1,false,
2023-09-03,Films (Non-English),2,Killer Book Club,N/A,7900000,1.4833,5300000,2,false,
2023-09-03,Films (Non-English),3,A Day and a Half,N/A,7100000,1.6,4400000,1,false,
2023-09-03,Films (Non-English),4,Squared Love Everlasting,N/A,4100000,1.7,2400000,2,false,
2023-09-03,Films (Non-English),5,Happy Ending,N/A,3600000,1.55,2300000,1,false,
2023-09-03,Films (Non-English),6,A Life Too Short: The Isabella Nardoni Case,N/A,2300000,1.75,1300000,3,false,
2023-09-03,Films (Non-English),7,Paradise,N/A,2000000,1.9833,1000000,6,false,
2023-09-03,Films (Non-English),8,Bro (Hindi),N/A,1900000,2.2,900000,1,false,
2023-09-03,Films (Non-English),9,Friday Night Plan,N/A,1500000,1.8167,800000,1,false,
2023-09-03,Films (Non-English),10,Dragon,N/A,1500000,1.9167,800000,1,false,
2023-09-03,TV (English),1,ONE PIECE,ONE PIECE: Season 1,140100000,7.5667,18500000,1,false,
2023-09-03,TV (English),2,Who is Erin Carter?,Who is Erin Carter?: Limited Series,90300000,5.7167,15800000,2,false,
2023-09-03,TV (English),3,Live to 100: Secrets of the Blue Zones,Live to 100: Secrets of the Blue Zones: Limited Series,15200000,2.65,5700000,1,false,
2023-09-03,TV (English),4,Painkiller,Painkiller: Limited Series,16700000,4.9833,3400000,4,false,
2023-09-03,TV (English),5,The Ultimatum: Marry or Move On,The Ultimatum: Marry or Move On: Season 2,22900000,7.3667,3100000,2,false,
2023-09-03,TV (English),6,DEPP V HEARD,DEPP V HEARD: Limited Series,6500000,2.4333,2700000,3,false,
2023-09-03,TV (English),7,Untold: Swamp Kings,Untold: Swamp Kings: Season 1,5800000,3.1167,1900000,2,false,
2023-09-03,TV (English),8,CoComelon,CoComelon: Season 8,1700000,1.0667,1600000,3,false,
2023-09-03,TV (English),9,Gabby's Dollhouse,Gabby's Dollhouse: Season 8,3700000,2.4333,1500000,4,false,
2023-09-03,TV (English),10,Disenchantment,Disenchantment: Part 5,6600000,4.6833,1400000,1,false,
2023-09-03,TV (Non-English),1,Ragnarok,Ragnarok: Season 3,27900000,4.4,6300000,2,false,
2023-09-03,TV (Non-English),2,Mask Girl,Mask Girl: Limited Series,23900000,6.8833,3500000,3,false,
2023-09-03,TV (Non-English),3,Destined with You,Destined with You: Limited Series,13200000,4.5333,2900000,2,false,
2023-09-03,TV (Non-English),4,Ragnarok,Ragnarok: Season 2,13200000,4.9667,2700000,2,false,
2023-09-03,TV (Non-English),5,Ragnarok,Ragnarok: Season 1,11600000,4.4833,2600000,2,false,
2023-09-03,TV (Non-English),6,Baki Hanma,Baki Hanma: Season 2,23100000,11.5,2000000,6,false,
2023-09-03,TV (Non-English),7,Behind Your Touch,Behind Your Touch: Limited Series,11100000,0,1400000,3,true,"[{""episodesLaunched"":8,""countryList"":[""UA"",""CG"",""SR"",""MF"",""BQ"",""CA"",""QA"",""IO"",""MA"",""TD"",""CV"",""GM"",""MH"",""LB"",""AL"",""CZ"",""BM"",""PT"",""SO"",""NO"",""GS"",""ZA"",""GF"",""PR"",""FR"",""KN"",""LU"",""GT"",""PY"",""RE"",""CO"",""AW"",""GE"",""MD"",""AZ"",""PA"",""IR"",""SA"",""KZ"",""CR"",""GI"",""GP"",""CL"",""CU"",""RW"",""SH"",""LT"",""AQ"",""DE"",""BY"",""BW"",""SI"",""TN"",""KY"",""EC"",""BL"",""LI"",""BB"",""CD"",""GL"",""DM"",""HU"",""EG"",""MQ"",""SK"",""SC"",""BF"",""CY"",""KE"",""AM"",""ET"",""AG"",""GA"",""FK"",""IQ"",""CI"",""MZ"",""SV"",""SE"",""PW"",""JO"",""BO"",""GQ"",""IE"",""BH"",""YE"",""GW"",""TM"",""EH"",""VE"",""ZM"",""AE"",""VC"",""AD"",""VG"",""AF"",""LC"",""GY"",""ZW"",""TG"",""FI"",""NA"",""IM"",""AI"",""DO"",""ME"",""MW"",""IS"",""RU"",""EE"",""RS"",""GN"",""YT"",""NL"",""SD"",""KM"",""HT"",""ER"",""IT"",""BA"",""GG"",""HN"",""HM"",""MT"",""PE"",""CW"",""GD"",""BS"",""MC"",""MK"",""CH"",""UZ"",""PL"",""JE"",""FM"",""LS"",""AR"",""GB"",""SL"",""ST"",""VA"",""DJ"",""KW"",""IL"",""PK"",""SN"",""LY"",""NI"",""ES"",""AT"",""KG"",""TT"",""SM"",""LV"",""NE"",""TC"",""CF"",""OM"",""HR"",""AO"",""BJ"",""DZ"",""MG"",""BI"",""UY"",""MS"",""GU"",""VI"",""BE"",""RO"",""BZ"",""AS"",""UG"",""LR"",""BR"",""MR"",""PS"",""SZ"",""TJ"",""DK"",""MP"",""BG"",""CM"",""FO"",""TZ"",""US"",""JM"",""MU"",""SX"",""NG"",""SS"",""TR"",""MX"",""GR"",""ML"",""PM"",""GH""]},{""episodesLaunched"":7,""countryList"":[""MY"",""MV"",""MO"",""MM"",""TH"",""IN"",""FJ"",""AU"",""NC"",""MN"",""SG"",""KI"",""ID"",""PG"",""NP"",""TV"",""JP"",""CC"",""CX"",""LK"",""TL"",""VN"",""KR"",""TK"",""NF"",""LA"",""CK"",""TW"",""UM"",""BT"",""BN"",""HK"",""PN"",""PF"",""NR"",""BD"",""WS"",""NZ"",""VU"",""NU"",""KH"",""PH"",""SB"",""TO"",""WF""]}]"
2023-09-03,TV (Non-English),8,King the Land,King the Land: Limited Series,24900000,19,1300000,11,false,
2023-09-03,TV (Non-English),9,The Uncanny Counter,The Uncanny Counter: Season 2: Counter Punch,15200000,0,1300000,4,true,"[{""episodesLaunched"":12,""countryList"":[""CC"",""SB"",""AS"",""NO"",""LK"",""GS"",""DZ"",""AZ"",""NG"",""OM"",""GF"",""MH"",""AT"",""SN"",""HT"",""TZ"",""BJ"",""CA"",""GA"",""SA"",""ST"",""CG"",""ZW"",""IS"",""MV"",""RW"",""PN"",""MT"",""KG"",""UZ"",""HM"",""BQ"",""CM"",""GU"",""SZ"",""MP"",""FJ"",""PT"",""FR"",""DE"",""PS"",""CH"",""UA"",""GP"",""VA"",""LA"",""CW"",""GM"",""PH"",""KR"",""CV"",""VI"",""BA"",""TW"",""LV"",""MW"",""TD"",""FO"",""MO"",""GD"",""IQ"",""TL"",""CK"",""NP"",""BW"",""AU"",""FI"",""KH"",""AQ"",""ET"",""AD"",""QA"",""YE"",""NC"",""KZ"",""TH"",""PW"",""YT"",""SR"",""SL"",""BD"",""NZ"",""KW"",""ES"",""GR"",""BT"",""MA"",""SE"",""AF"",""GH"",""AO"",""AI"",""WS"",""SS"",""SK"",""SO"",""TK"",""IM"",""WF"",""BB"",""CX"",""NL"",""MC"",""ME"",""TT"",""KN"",""RE"",""GI"",""PM"",""LR"",""BS"",""BN"",""EE"",""LY"",""LU"",""CF"",""SM"",""IR"",""IO"",""SG"",""RS"",""NF"",""GL"",""ID"",""PL"",""DM"",""KE"",""BH"",""MN"",""MR"",""TR"",""MF"",""BL"",""BM"",""AM"",""LB"",""ZA"",""KI"",""LS"",""BY"",""PG"",""VC"",""BF"",""BE"",""UM"",""ER"",""ZM"",""GY"",""MM"",""AL"",""US"",""DJ"",""TJ"",""RU"",""SI"",""MY"",""AW"",""SD"",""CZ"",""FM"",""KY"",""TN"",""IT"",""CI"",""SC"",""IL"",""NU"",""SH"",""BI"",""HU"",""PF"",""CY"",""MK"",""TC"",""NE"",""EH"",""UG"",""TO"",""TG"",""CD"",""GG"",""TV"",""VG"",""LI"",""TM"",""SX"",""HR"",""EG"",""ML"",""HK"",""DK"",""JP"",""IE"",""MQ"",""JM"",""LT"",""IN"",""BG"",""GB"",""VU"",""RO"",""AG"",""MU"",""MZ"",""MS"",""MD"",""FK"",""VN"",""MG"",""JO"",""NR"",""PK"",""JE"",""KM"",""GE"",""AE"",""GN"",""LC"",""NA"",""GW""]},{""episodesLaunched"":4,""countryList"":[""PE"",""BZ"",""MX"",""BO"",""CR"",""GT"",""CO"",""BR"",""EC"",""VE"",""NI"",""PA"",""DO"",""GQ"",""SV"",""CL"",""HN"",""CU"",""UY"",""PR"",""PY"",""AR""]}]"
2023-09-03,TV (Non-English),10,My Happy Marriage,My Happy Marriage: Season 1,4500000,3.6333,1200000,7,false,
2023-08-27,Films (English),1,The Monkey King,N/A,23200000,1.6167,14400000,2,false,
2023-08-27,Films (English),2,Heart of Stone,N/A,28500000,2.1,13600000,3,false,
2023-08-27,Films (English),3,You Are So Not Invited to My Bat Mitzvah,N/A,21300000,1.7333,12300000,1,false,
2023-08-27,Films (English),4,Street Kings,N/A,10300000,1.8167,5700000,2,false,
2023-08-27,Films (English),5,The Boss Baby,N/A,9000000,1.6333,5500000,10,false,
2023-08-27,Films (English),6,Jurassic World: Fallen Kingdom,N/A,10100000,2.1333,4700000,1,false,
2023-08-27,Films (English),7,The Pope's Exorcist,N/A,6500000,1.7333,3800000,2,false,
2023-08-27,Films (English),8,Half Brothers,N/A,5900000,1.6,3700000,2,false,
2023-08-27,Films (English),9,Madagascar,N/A,4800000,1.4333,3300000,1,false,
2023-08-27,Films (English),10,Dora and the Lost City of Gold,N/A,4900000,1.7,2900000,2,false,
2023-08-27,Films (Non-English),1,A Life Too Short: The Isabella Nardoni Case,N/A,9300000,1.75,5300000,2,false,
2023-08-27,Films (Non-English),2,Squared Love Everlasting,N/A,8600000,1.7,5100000,1,false,
2023-08-27,Films (Non-English),3,Killer Book Club,N/A,5800000,1.4833,3900000,1,false,
2023-08-27,Films (Non-English),4,10 Days of a Bad Man,N/A,7300000,2.0667,3500000,2,false,
2023-08-27,Films (Non-English),5,Paradise,N/A,3200000,1.9833,1600000,5,false,
2023-08-27,Films (Non-English),6,Xtreme,N/A,2400000,1.8667,1300000,5,false,
2023-08-27,Films (Non-English),7,Bro,N/A,2300000,2.2,1000000,1,false,
2023-08-27,Films (Non-English),8,Zom 100: Bucket List of the Dead,N/A,2000000,2.15,900000,4,false,
2023-08-27,Films (Non-English),9,Adipurush,N/A,2600000,2.9667,900000,3,false,
2023-08-27,Films (Non-English),10,Make Me Believe,N/A,1300000,1.7333,800000,5,false,
2023-08-27,TV (English),1,Who is Erin Carter?,Who is Erin Carter?: Limited Series,75400000,5.7167,13200000,1,false,
2023-08-27,TV (English),2,DEPP V HEARD,DEPP V HEARD: Limited Series,20100000,2.4333,8300000,2,false,
2023-08-27,TV (English),3,Painkiller,Painkiller: Limited Series,27800000,4.9833,5600000,3,false,
2023-08-27,TV (English),4,Untold: Swamp Kings,Untold: Swamp Kings: Season 1,15500000,3.1167,5000000,1,false,
2023-08-27,TV (English),5,The Ultimatum: Marry or Move On,The Ultimatum: Marry or Move On: Season 2,21600000,6.0167,3600000,1,false,
2023-08-27,TV (English),6,At Home With The Furys,At Home With The Furys: Season 1,15600000,5.1167,3000000,2,false,
2023-08-27,TV (English),7,Ballers,Ballers: Season 1,10500000,4.7,2200000,2,false,
2023-08-27,TV (English),8,The Lincoln Lawyer,The Lincoln Lawyer: Season 2,15300000,8.1833,1900000,8,false,
2023-08-27,TV (English),9,Gabby's Dollhouse,Gabby's Dollhouse: Season 8,4400000,2.4333,1800000,3,false,
2023-08-27,TV (English),10,My Dad the Bounty Hunter,My Dad the Bounty Hunter: Season 2,7300000,4.3833,1700000,1,false,
2023-08-27,TV (Non-English),1,Mask Girl,Mask Girl: Limited Series,50800000,6.8833,7400000,2,false,
2023-08-27,TV (Non-English),2,Ragnarok,Ragnarok: Season 3,28800000,4.4,6500000,1,false,
2023-08-27,TV (Non-English),3,The Chosen One,The Chosen One: Season 1,17200000,4.3167,4000000,2,false,
2023-08-27,TV (Non-English),4,Destined with You,Destined with You: Limited Series,8100000,2.2833,3500000,1,false,
2023-08-27,TV (Non-English),5,Baki Hanma,Baki Hanma: Season 2,27700000,11.5,2400000,5,false,
2023-08-27,TV (Non-English),6,Ragnarok,Ragnarok: Season 1,10000000,4.4833,2200000,1,false,
2023-08-27,TV (Non-English),7,Guns & Gulaabs,Guns & Gulaabs: Season 1,13300000,6.1833,2200000,2,false,
2023-08-27,TV (Non-English),8,Ragnarok,Ragnarok: Season 2,8800000,4.9667,1800000,1,false,
2023-08-27,TV (Non-English),9,Behind Your Touch,Behind Your Touch: Limited Series,9900000,0,1700000,2,true,"[{""episodesLaunched"":5,""countryList"":[""HK"",""LK"",""MM"",""PF"",""SB"",""MO"",""NZ"",""TO"",""CC"",""LA"",""CX"",""KI"",""MV"",""NC"",""WF"",""MY"",""TH"",""NP"",""VN"",""JP"",""NF"",""NR"",""TV"",""AU"",""BD"",""FJ"",""ID"",""PG"",""TK"",""KR"",""NU"",""BT"",""MN"",""TL"",""SG"",""IN"",""VU"",""WS"",""PN"",""TW"",""BN"",""CK"",""PH"",""KH"",""UM""]},{""episodesLaunched"":6,""countryList"":[""CO"",""CR"",""GB"",""GI"",""GM"",""IS"",""IT"",""MH"",""MX"",""NG"",""PE"",""SS"",""ZM"",""BG"",""BI"",""BL"",""DM"",""FK"",""SL"",""ST"",""EG"",""HR"",""YT"",""AZ"",""BQ"",""BZ"",""CA"",""CU"",""GR"",""IE"",""JO"",""MW"",""PA"",""PS"",""QA"",""SR"",""BW"",""CH"",""CI"",""DK"",""GU"",""HU"",""LR"",""MD"",""MK"",""MP"",""NL"",""OM"",""SI"",""SK"",""SO"",""TN"",""UZ"",""VA"",""ES"",""FM"",""KE"",""LT"",""LY"",""MZ"",""UY"",""BA"",""BF"",""BH"",""GG"",""PK"",""SN"",""YE"",""AF"",""AQ"",""DE"",""GH"",""IO"",""JM"",""LI"",""MU"",""PM"",""TC"",""VG"",""DZ"",""GF"",""GY"",""HM"",""HT"",""MT"",""SC"",""SM"",""TG"",""ZW"",""AG"",""AT"",""BS"",""EC"",""EE"",""TZ"",""US"",""CF"",""CL"",""ML"",""SZ"",""TD"",""TJ"",""ZA"",""AE"",""CD"",""DJ"",""GL"",""KW"",""VC"",""CG"",""CM"",""FO"",""GP"",""HN"",""PR"",""AD"",""BM"",""ER"",""GN"",""IM"",""IQ"",""MA"",""MQ"",""NA"",""PL"",""TR"",""BB"",""BO"",""LS"",""SA"",""SX"",""AR"",""AW"",""GD"",""GE"",""GS"",""JE"",""LV"",""RU"",""RW"",""SH"",""EH"",""FI"",""FR"",""GT"",""GW"",""KN"",""LU"",""MF"",""MG"",""NI"",""RS"",""TM"",""UA"",""AO"",""BJ"",""CW"",""DO"",""KY"",""LC"",""MC"",""ME"",""MS"",""PY"",""SE"",""VE"",""AM"",""BY"",""CV"",""CY"",""ET"",""GA"",""GQ"",""IR"",""BE"",""KM"",""KZ"",""LB"",""NO"",""PW"",""RO"",""AS"",""BR"",""CZ"",""IL"",""MR"",""RE"",""VI"",""AI"",""AL"",""KG"",""NE"",""PT"",""SD"",""SV"",""TT"",""UG""]}]"
2023-08-27,TV (Non-English),10,A Perfect Story,A Perfect Story: Limited Series,6000000,3.6667,1600000,5,false,
2023-08-20,Films (English),1,Heart of Stone,N/A,74000000,2.1,35200000,2,false,
2023-08-20,Films (English),2,The Monkey King,N/A,13100000,1.6167,8100000,1,false,
2023-08-20,Films (English),3,The Pope's Exorcist,N/A,10400000,1.7333,6000000,1,false,
2023-08-20,Films (English),4,Half Brothers,N/A,7300000,1.6,4600000,1,false,
2023-08-20,Films (English),5,Hidden Strike,N/A,6000000,1.7167,3500000,4,false,
2023-08-20,Films (English),6,"Miraculous: Ladybug & Cat Noir, The Movie",N/A,5900000,1.7,3500000,4,false,
2023-08-20,Films (English),7,What Men Want,N/A,6700000,1.95,3400000,2,false,
2023-08-20,Films (English),8,Despicable Me 2,N/A,5500000,1.6333,3400000,11,false,
2023-08-20,Films (English),9,Untold: Hall of Shame,N/A,3900000,1.3,3000000,1,false,
2023-08-20,Films (English),10,Untold: Johnny Football,N/A,3400000,1.2,2800000,2,false,
2023-08-20,Films (Non-English),1,A Life Too Short: The Isabella Nardoni Case,N/A,9900000,1.75,5700000,1,false,
2023-08-20,Films (Non-English),2,Paradise,N/A,7100000,1.9833,3600000,4,false,
2023-08-20,Films (Non-English),3,10 Days of a Bad Man,N/A,6500000,2.0667,3100000,1,false,
2023-08-20,Films (Non-English),4,Adipurush,N/A,8200000,2.9667,2800000,2,false,
2023-08-20,Films (Non-English),5,Zom 100: Bucket List of the Dead,N/A,4100000,2.15,1900000,3,false,
2023-08-20,Films (Non-English),6,Jagun Jagun,N/A,3600000,2.25,1600000,2,false,
2023-08-20,Films (Non-English),7,Marry My Dead Body,N/A,3300000,2.1667,1500000,2,false,
2023-08-20,Films (Non-English),8,Eye of the Storm,N/A,2900000,1.9833,1500000,1,false,
2023-08-20,Films (Non-English),9,Soulcatcher,N/A,1800000,1.6667,1100000,3,false,
